# $Id: id.txt,v 1.63 2022/09/20 00:01:15 karn Exp $
1	VHF airspy
4487000 WR6BRN Saddle Peak
4487200 W6RRN Burnt Peak Cactus
4487200 WA6JAF Mt Woodson
4487400 W6RRN Bear Mtn Cactus
4487600 W6RRN Claremont - Sunset Ridge
4487600 W6RRN Santa Ynez Peak
4487800 WH6NZ Claremont - Sunset Ridge
4488000 K6BBK Oxnard
4488000 K6HBC Palos Verdes
4488000 KC6ERT Jolon - Williams Hill
4488000 WI6RE Ridgecrest - El Paso Peak
4488000 WI6RE Vista
4488200 W6ZOJ Santiago Peak
4488400 K6MVH Johnstone Peak
4488600 W6HWW Frazier Mtn
4488600 WA6VAW Heaps Peak
4488800 PAPA19
4488800 W6JYP Mt Wilson
4489000 K6JSI Santa Ynez Peak WINS
4489000 K6PNG Victorville - Quartzite Mountain
4489000 KA6WIN San Pedro
4489200 N6SLD Santiago Peak DARN
4489400 K6JSI Thousand Oaks
4489400 KE6VK San Diego
4489400 N6SIX Rattlesnake Peak
4489600 KE6VK Palomar Mountain
4489800 KF6BYB Mt Otay Cactus
4490000 WA6TZE Santa Ynez Peak
4490000 WB6TZA Sunset Ridge
4490200 K6UHF Phelan - Blue Ridge
4490375 KA6P Santiago Peak
4490600 K6RRR Otay Mountain
4490800 K6JSI Palomar Mountain WINS
4491000 W6KRW Tustin - Loma Ridge
4491000 WA6TTL Rasnow Peak
4491200 K6XI Otay Mountain
4491200 N6ENL Frazier Mtn
4491400 N6VCM San Diego
4491400 W6AB Tranquillon Peak
4491400 W6OY Sunset Ridge
4491600 AE6TV Sunset Ridge
4491800 N6LVR Monument Peak
4492000 WB6WLV Otay Mountain
4492200 WB6YMH Mt Lukens
4492400 N6WB Escondido
4492600 K6RRR Palomar Mountain
4492600 N6CIZ Mt Lukens
4492800 Signal Peak PAPA5
4492800 WB6VSJ Pine Cove
4493000 W6ZN Palomar Mountain
4493200 W6YJ Palomar Mountain
4493600 N6WZK Sunset Ridge
4493800 KI6KQU Mt Lukens
4493800 KW6HRO Otay Mountain
4494000 WA6SBH Santiago Peak
4494200 KE6TZF Sunset Ridge
4494400 K6XI Mount Otay
4494400 W0PE Sierra Peak
4494400 W6AMG Rasnow Peak
4494600 N6LRB Oat Mountian
4494600 N9QE Harbor City
4494625 AI6DZ San Diego
4494625 KC7NP Moreno Valley
4494625 KJ6UVT Santa Monica
4494800 N6YN Mt Wilson
4495000 K9KAO Sunset Ridge
4495000 KB6LED Palo Alto
4495000 WA6GDF Juniper Hills
4495000 WB6WLV Mount Laguna
4495200 K6UFX Sunset Ridge
4495500 KJ6HVS Mission Hills
4495500 KJ6HVS Sylmar
4495600 WB6BBE Santa Ynez Peak
4496000 WA6YVX San Diego
4496000 WV6H Otay Mountain
4496200 KB6IBB Hollywood Hills
4496400 K6VGP Sylmar - Loop Canyon
4496600 W6YJ Heaps Peak
4496800 N7YMM Covina
4496800 W6KRW Corona - Sierra Peak
4497000 K6CLX Calexico
4497000 N6CIZ Altadena - Mt Wilson
4497000 W6DRA Palm Springs - Tram
4497000 W6NVY Quartzite Mountain
4497000 WA6OSB San Diego - Otay Mtn
4497000 WB6QAZ Cloverdale
4497200 WA6TTL Palomar Mountain
4497400 W6XC Otay Mountain
4497400 WA6TTL Santiago Peak
4497400 WB6SLR Blue Ridge
4497600 WA6DPB Santiago Peak
4497800 N6SIX Mt Woodson
4497800 WB6DTR Otay Mountain
4498000 WA6DPB Mt Lukens
4498000 WB6BWU Santiago Peak
4498200 KE6LE Rancho Palos Verdes
4498200 N6JOJ Mt Otay
4498400 N6OEI San Diego
4498400 W6HRO Anaheim - HRO
4498600 K6DLP Crestline
4498800 K6TEM Sunset Ridge
4499000 K6RYA Fairbanks Ranch
4499000 KF6YB El Cajon
4499000 KF6YB La Mesa
4499200 K6DLP Crestline
4499200 N6VCC Paradise Mountain
4499400 WR6SGO Santiago Peak
4499800 K6RIF Otay
4625500	GMRS 15
4625625	GMRS 1
4625750	GMRS 16
4625875	GMRS 2
4626000	GMRS 17
4626125	GMRS 3
4626250	GMRS 18
4626375	GMRS 4
4626500	GMRS 19
4626625	GMRS 5
4626750	GMRS 20
4626875	GMRS 6
4627000	GMRS 21
4627125	GMRS 7
4627250	GMRS 22
4675625	GMRS 8
4675875	GMRS 9
4676125	GMRS 10
4676375	GMRS 11
4676625	GMRS 12
4676875 GMRS 13
4677125	GMRS 14
5287200	60m WSPR
7038600	40m WSPR
10138700 30m WSPR
14095600 20m WSPR
18104600 17m WSPR
21094600 15m WSPR
24924600 12m WSPR
28124600 10m WSPR
50293000 6m WSPR
144488500 2m WSPR

